domain,clean_domain
"2500.ton","2500"
"2501.ton","2501"
"2502.ton","2502"
"2503.ton","2503"
"2504.ton","2504"
"2505.ton","2505"
"2506.ton","2506"
"2507.ton","2507"
"2508.ton","2508"
"2509.ton","2509"
"2510.ton","2510"
"2511.ton","2511"
"2512.ton","2512"
"2513.ton","2513"
"2514.ton","2514"
"2515.ton","2515"
"2516.ton","2516"
"2517.ton","2517"
"2518.ton","2518"
"2519.ton","2519"
"2520.ton","2520"
"2521.ton","2521"
"2522.ton","2522"
"2523.ton","2523"
"2524.ton","2524"
"2525.ton","2525"
"2526.ton","2526"
"2527.ton","2527"
"2528.ton","2528"
"2529.ton","2529"
"2530.ton","2530"
"2531.ton","2531"
"2532.ton","2532"
"2533.ton","2533"
"2534.ton","2534"
"2535.ton","2535"
"2536.ton","2536"
"2537.ton","2537"
"2538.ton","2538"
"2539.ton","2539"
"2540.ton","2540"
"2541.ton","2541"
"2542.ton","2542"
"2543.ton","2543"
"2544.ton","2544"
"2545.ton","2545"
"2546.ton","2546"
"2547.ton","2547"
"2548.ton","2548"
"2549.ton","2549"
"2550.ton","2550"
"2551.ton","2551"
"2552.ton","2552"
"2553.ton","2553"
"2554.ton","2554"
"2555.ton","2555"
"2556.ton","2556"
"2557.ton","2557"
"2558.ton","2558"
"2559.ton","2559"
"2560.ton","2560"
"2561.ton","2561"
"2562.ton","2562"
"2563.ton","2563"
"2564.ton","2564"
"2565.ton","2565"
"2566.ton","2566"
"2567.ton","2567"
"2568.ton","2568"
"2569.ton","2569"
"2570.ton","2570"
"2571.ton","2571"
"2572.ton","2572"
"2573.ton","2573"
"2574.ton","2574"
"2575.ton","2575"
"2576.ton","2576"
"2577.ton","2577"
"2578.ton","2578"
"2579.ton","2579"
"2580.ton","2580"
"2581.ton","2581"
"2582.ton","2582"
"2583.ton","2583"
"2584.ton","2584"
"2585.ton","2585"
"2586.ton","2586"
"2587.ton","2587"
"2588.ton","2588"
"2589.ton","2589"
"2590.ton","2590"
"2591.ton","2591"
"2592.ton","2592"
"2593.ton","2593"
"2594.ton","2594"
"2595.ton","2595"
"2596.ton","2596"
"2597.ton","2597"
"2598.ton","2598"
"2599.ton","2599"
"2600.ton","2600"
"2601.ton","2601"
"2602.ton","2602"
"2603.ton","2603"
"2604.ton","2604"
"2605.ton","2605"
"2606.ton","2606"
"2607.ton","2607"
"2608.ton","2608"
"2609.ton","2609"
"2610.ton","2610"
"2611.ton","2611"
"2612.ton","2612"
"2613.ton","2613"
"2614.ton","2614"
"2615.ton","2615"
"2616.ton","2616"
"2617.ton","2617"
"2618.ton","2618"
"2619.ton","2619"
"2620.ton","2620"
"2621.ton","2621"
"2622.ton","2622"
"2623.ton","2623"
"2624.ton","2624"
"2625.ton","2625"
"2626.ton","2626"
"2627.ton","2627"
"2628.ton","2628"
"2629.ton","2629"
"2630.ton","2630"
"2631.ton","2631"
"2632.ton","2632"
"2633.ton","2633"
"2634.ton","2634"
"2635.ton","2635"
"2636.ton","2636"
"2637.ton","2637"
"2638.ton","2638"
"2639.ton","2639"
"2640.ton","2640"
"2641.ton","2641"
"2642.ton","2642"
"2643.ton","2643"
"2644.ton","2644"
"2645.ton","2645"
"2646.ton","2646"
"2647.ton","2647"
"2648.ton","2648"
"2649.ton","2649"
"2650.ton","2650"
"2651.ton","2651"
"2652.ton","2652"
"2653.ton","2653"
"2654.ton","2654"
"2655.ton","2655"
"2656.ton","2656"
"2657.ton","2657"
"2658.ton","2658"
"2659.ton","2659"
"2660.ton","2660"
"2661.ton","2661"
"2662.ton","2662"
"2663.ton","2663"
"2664.ton","2664"
"2665.ton","2665"
"2666.ton","2666"
"2667.ton","2667"
"2668.ton","2668"
"2669.ton","2669"
"2670.ton","2670"
"2671.ton","2671"
"2672.ton","2672"
"2673.ton","2673"
"2674.ton","2674"
"2675.ton","2675"
"2676.ton","2676"
"2677.ton","2677"
"2678.ton","2678"
"2679.ton","2679"
"2680.ton","2680"
"2681.ton","2681"
"2682.ton","2682"
"2683.ton","2683"
"2684.ton","2684"
"2685.ton","2685"
"2686.ton","2686"
"2687.ton","2687"
"2688.ton","2688"
"2689.ton","2689"
"2690.ton","2690"
"2691.ton","2691"
"2692.ton","2692"
"2693.ton","2693"
"2694.ton","2694"
"2695.ton","2695"
"2696.ton","2696"
"2697.ton","2697"
"2698.ton","2698"
"2699.ton","2699"
"2700.ton","2700"
"2701.ton","2701"
"2702.ton","2702"
"2703.ton","2703"
"2704.ton","2704"
"2705.ton","2705"
"2706.ton","2706"
"2707.ton","2707"
"2708.ton","2708"
"2709.ton","2709"
"2710.ton","2710"
"2711.ton","2711"
"2712.ton","2712"
"2713.ton","2713"
"2714.ton","2714"
"2715.ton","2715"
"2716.ton","2716"
"2717.ton","2717"
"2718.ton","2718"
"2719.ton","2719"
"2720.ton","2720"
"2721.ton","2721"
"2722.ton","2722"
"2723.ton","2723"
"2724.ton","2724"
"2725.ton","2725"
"2726.ton","2726"
"2727.ton","2727"
"2728.ton","2728"
"2729.ton","2729"
"2730.ton","2730"
"2731.ton","2731"
"2732.ton","2732"
"2733.ton","2733"
"2734.ton","2734"
"2735.ton","2735"
"2736.ton","2736"
"2737.ton","2737"
"2738.ton","2738"
"2739.ton","2739"
"2740.ton","2740"
"2741.ton","2741"
"2742.ton","2742"
"2743.ton","2743"
"2744.ton","2744"
"2745.ton","2745"
"2746.ton","2746"
"2747.ton","2747"
"2748.ton","2748"
"2749.ton","2749"
"2750.ton","2750"
"2751.ton","2751"
"2752.ton","2752"
"2753.ton","2753"
"2754.ton","2754"
"2755.ton","2755"
"2756.ton","2756"
"2757.ton","2757"
"2758.ton","2758"
"2759.ton","2759"
"2760.ton","2760"
"2761.ton","2761"
"2762.ton","2762"
"2763.ton","2763"
"2764.ton","2764"
"2765.ton","2765"
"2766.ton","2766"
"2767.ton","2767"
"2768.ton","2768"
"2769.ton","2769"
"2770.ton","2770"
"2771.ton","2771"
"2772.ton","2772"
"2773.ton","2773"
"2774.ton","2774"
"2775.ton","2775"
"2776.ton","2776"
"2777.ton","2777"
"2778.ton","2778"
"2779.ton","2779"
"2780.ton","2780"
"2781.ton","2781"
"2782.ton","2782"
"2783.ton","2783"
"2784.ton","2784"
"2785.ton","2785"
"2786.ton","2786"
"2787.ton","2787"
"2788.ton","2788"
"2789.ton","2789"
"2790.ton","2790"
"2791.ton","2791"
"2792.ton","2792"
"2793.ton","2793"
"2794.ton","2794"
"2795.ton","2795"
"2796.ton","2796"
"2797.ton","2797"
"2798.ton","2798"
"2799.ton","2799"
"2800.ton","2800"
"2801.ton","2801"
"2802.ton","2802"
"2803.ton","2803"
"2804.ton","2804"
"2805.ton","2805"
"2806.ton","2806"
"2807.ton","2807"
"2808.ton","2808"
"2809.ton","2809"
"2810.ton","2810"
"2811.ton","2811"
"2812.ton","2812"
"2813.ton","2813"
"2814.ton","2814"
"2815.ton","2815"
"2816.ton","2816"
"2817.ton","2817"
"2818.ton","2818"
"2819.ton","2819"
"2820.ton","2820"
"2821.ton","2821"
"2822.ton","2822"
"2823.ton","2823"
"2824.ton","2824"
"2825.ton","2825"
"2826.ton","2826"
"2827.ton","2827"
"2828.ton","2828"
"2829.ton","2829"
"2830.ton","2830"
"2831.ton","2831"
"2832.ton","2832"
"2833.ton","2833"
"2834.ton","2834"
"2835.ton","2835"
"2836.ton","2836"
"2837.ton","2837"
"2838.ton","2838"
"2839.ton","2839"
"2840.ton","2840"
"2841.ton","2841"
"2842.ton","2842"
"2843.ton","2843"
"2844.ton","2844"
"2845.ton","2845"
"2846.ton","2846"
"2847.ton","2847"
"2848.ton","2848"
"2849.ton","2849"
"2850.ton","2850"
"2851.ton","2851"
"2852.ton","2852"
"2853.ton","2853"
"2854.ton","2854"
"2855.ton","2855"
"2856.ton","2856"
"2857.ton","2857"
"2858.ton","2858"
"2859.ton","2859"
"2860.ton","2860"
"2861.ton","2861"
"2862.ton","2862"
"2863.ton","2863"
"2864.ton","2864"
"2865.ton","2865"
"2866.ton","2866"
"2867.ton","2867"
"2868.ton","2868"
"2869.ton","2869"
"2870.ton","2870"
"2871.ton","2871"
"2872.ton","2872"
"2873.ton","2873"
"2874.ton","2874"
"2875.ton","2875"
"2876.ton","2876"
"2877.ton","2877"
"2878.ton","2878"
"2879.ton","2879"
"2880.ton","2880"
"2881.ton","2881"
"2882.ton","2882"
"2883.ton","2883"
"2884.ton","2884"
"2885.ton","2885"
"2886.ton","2886"
"2887.ton","2887"
"2888.ton","2888"
"2889.ton","2889"
"2890.ton","2890"
"2891.ton","2891"
"2892.ton","2892"
"2893.ton","2893"
"2894.ton","2894"
"2895.ton","2895"
"2896.ton","2896"
"2897.ton","2897"
"2898.ton","2898"
"2899.ton","2899"
"2900.ton","2900"
"2901.ton","2901"
"2902.ton","2902"
"2903.ton","2903"
"2904.ton","2904"
"2905.ton","2905"
"2906.ton","2906"
"2907.ton","2907"
"2908.ton","2908"
"2909.ton","2909"
"2910.ton","2910"
"2911.ton","2911"
"2912.ton","2912"
"2913.ton","2913"
"2914.ton","2914"
"2915.ton","2915"
"2916.ton","2916"
"2917.ton","2917"
"2918.ton","2918"
"2919.ton","2919"
"2920.ton","2920"
"2921.ton","2921"
"2922.ton","2922"
"2923.ton","2923"
"2924.ton","2924"
"2925.ton","2925"
"2926.ton","2926"
"2927.ton","2927"
"2928.ton","2928"
"2929.ton","2929"
"2930.ton","2930"
"2931.ton","2931"
"2932.ton","2932"
"2933.ton","2933"
"2934.ton","2934"
"2935.ton","2935"
"2936.ton","2936"
"2937.ton","2937"
"2938.ton","2938"
"2939.ton","2939"
"2940.ton","2940"
"2941.ton","2941"
"2942.ton","2942"
"2943.ton","2943"
"2944.ton","2944"
"2945.ton","2945"
"2946.ton","2946"
"2947.ton","2947"
"2948.ton","2948"
"2949.ton","2949"
"2950.ton","2950"
"2951.ton","2951"
"2952.ton","2952"
"2953.ton","2953"
"2954.ton","2954"
"2955.ton","2955"
"2956.ton","2956"
"2957.ton","2957"
"2958.ton","2958"
"2959.ton","2959"
"2960.ton","2960"
"2961.ton","2961"
"2962.ton","2962"
"2963.ton","2963"
"2964.ton","2964"
"2965.ton","2965"
"2966.ton","2966"
"2967.ton","2967"
"2968.ton","2968"
"2969.ton","2969"
"2970.ton","2970"
"2971.ton","2971"
"2972.ton","2972"
"2973.ton","2973"
"2974.ton","2974"
"2975.ton","2975"
"2976.ton","2976"
"2977.ton","2977"
"2978.ton","2978"
"2979.ton","2979"
"2980.ton","2980"
"2981.ton","2981"
"2982.ton","2982"
"2983.ton","2983"
"2984.ton","2984"
"2985.ton","2985"
"2986.ton","2986"
"2987.ton","2987"
"2988.ton","2988"
"2989.ton","2989"
"2990.ton","2990"
"2991.ton","2991"
"2992.ton","2992"
"2993.ton","2993"
"2994.ton","2994"
"2995.ton","2995"
"2996.ton","2996"
"2997.ton","2997"
"2998.ton","2998"
"2999.ton","2999"
"3000.ton","3000"
"3001.ton","3001"
"3002.ton","3002"
"3003.ton","3003"
"3004.ton","3004"
"3005.ton","3005"
"3006.ton","3006"
"3007.ton","3007"
"3008.ton","3008"
"3009.ton","3009"
"3010.ton","3010"
"3011.ton","3011"
"3012.ton","3012"
"3013.ton","3013"
"3014.ton","3014"
"3015.ton","3015"
"3016.ton","3016"
"3017.ton","3017"
"3018.ton","3018"
"3019.ton","3019"
"3020.ton","3020"
"3021.ton","3021"
"3022.ton","3022"
"3023.ton","3023"
"3024.ton","3024"
"3025.ton","3025"
"3026.ton","3026"
"3027.ton","3027"
"3028.ton","3028"
"3029.ton","3029"
"3030.ton","3030"
"3031.ton","3031"
"3032.ton","3032"
"3033.ton","3033"
"3034.ton","3034"
"3035.ton","3035"
"3036.ton","3036"
"3037.ton","3037"
"3038.ton","3038"
"3039.ton","3039"
"3040.ton","3040"
"3041.ton","3041"
"3042.ton","3042"
"3043.ton","3043"
"3044.ton","3044"
"3045.ton","3045"
"3046.ton","3046"
"3047.ton","3047"
"3048.ton","3048"
"3049.ton","3049"
"3050.ton","3050"
"3051.ton","3051"
"3052.ton","3052"
"3053.ton","3053"
"3054.ton","3054"
"3055.ton","3055"
"3056.ton","3056"
"3057.ton","3057"
"3058.ton","3058"
"3059.ton","3059"
"3060.ton","3060"
"3061.ton","3061"
"3062.ton","3062"
"3063.ton","3063"
"3064.ton","3064"
"3065.ton","3065"
"3066.ton","3066"
"3067.ton","3067"
"3068.ton","3068"
"3069.ton","3069"
"3070.ton","3070"
"3071.ton","3071"
"3072.ton","3072"
"3073.ton","3073"
"3074.ton","3074"
"3075.ton","3075"
"3076.ton","3076"
"3077.ton","3077"
"3078.ton","3078"
"3079.ton","3079"
"3080.ton","3080"
"3081.ton","3081"
"3082.ton","3082"
"3083.ton","3083"
"3084.ton","3084"
"3085.ton","3085"
"3086.ton","3086"
"3087.ton","3087"
"3088.ton","3088"
"3089.ton","3089"
"3090.ton","3090"
"3091.ton","3091"
"3092.ton","3092"
"3093.ton","3093"
"3094.ton","3094"
"3095.ton","3095"
"3096.ton","3096"
"3097.ton","3097"
"3098.ton","3098"
"3099.ton","3099"
"3100.ton","3100"
"3101.ton","3101"
"3102.ton","3102"
"3103.ton","3103"
"3104.ton","3104"
"3105.ton","3105"
"3106.ton","3106"
"3107.ton","3107"
"3108.ton","3108"
"3109.ton","3109"
"3110.ton","3110"
"3111.ton","3111"
"3112.ton","3112"
"3113.ton","3113"
"3114.ton","3114"
"3115.ton","3115"
"3116.ton","3116"
"3117.ton","3117"
"3118.ton","3118"
"3119.ton","3119"
"3120.ton","3120"
"3121.ton","3121"
"3122.ton","3122"
"3123.ton","3123"
"3124.ton","3124"
"3125.ton","3125"
"3126.ton","3126"
"3127.ton","3127"
"3128.ton","3128"
"3129.ton","3129"
"3130.ton","3130"
"3131.ton","3131"
"3132.ton","3132"
"3133.ton","3133"
"3134.ton","3134"
"3135.ton","3135"
"3136.ton","3136"
"3137.ton","3137"
"3138.ton","3138"
"3139.ton","3139"
"3140.ton","3140"
"3141.ton","3141"
"3142.ton","3142"
"3143.ton","3143"
"3144.ton","3144"
"3145.ton","3145"
"3146.ton","3146"
"3147.ton","3147"
"3148.ton","3148"
"3149.ton","3149"
"3150.ton","3150"
"3151.ton","3151"
"3152.ton","3152"
"3153.ton","3153"
"3154.ton","3154"
"3155.ton","3155"
"3156.ton","3156"
"3157.ton","3157"
"3158.ton","3158"
"3159.ton","3159"
"3160.ton","3160"
"3161.ton","3161"
"3162.ton","3162"
"3163.ton","3163"
"3164.ton","3164"
"3165.ton","3165"
"3166.ton","3166"
"3167.ton","3167"
"3168.ton","3168"
"3169.ton","3169"
"3170.ton","3170"
"3171.ton","3171"
"3172.ton","3172"
"3173.ton","3173"
"3174.ton","3174"
"3175.ton","3175"
"3176.ton","3176"
"3177.ton","3177"
"3178.ton","3178"
"3179.ton","3179"
"3180.ton","3180"
"3181.ton","3181"
"3182.ton","3182"
"3183.ton","3183"
"3184.ton","3184"
"3185.ton","3185"
"3186.ton","3186"
"3187.ton","3187"
"3188.ton","3188"
"3189.ton","3189"
"3190.ton","3190"
"3191.ton","3191"
"3192.ton","3192"
"3193.ton","3193"
"3194.ton","3194"
"3195.ton","3195"
"3196.ton","3196"
"3197.ton","3197"
"3198.ton","3198"
"3199.ton","3199"
"3200.ton","3200"
"3201.ton","3201"
"3202.ton","3202"
"3203.ton","3203"
"3204.ton","3204"
"3205.ton","3205"
"3206.ton","3206"
"3207.ton","3207"
"3208.ton","3208"
"3209.ton","3209"
"3210.ton","3210"
"3211.ton","3211"
"3212.ton","3212"
"3213.ton","3213"
"3214.ton","3214"
"3215.ton","3215"
"3216.ton","3216"
"3217.ton","3217"
"3218.ton","3218"
"3219.ton","3219"
"3220.ton","3220"
"3221.ton","3221"
"3222.ton","3222"
"3223.ton","3223"
"3224.ton","3224"
"3225.ton","3225"
"3226.ton","3226"
"3227.ton","3227"
"3228.ton","3228"
"3229.ton","3229"
"3230.ton","3230"
"3231.ton","3231"
"3232.ton","3232"
"3233.ton","3233"
"3234.ton","3234"
"3235.ton","3235"
"3236.ton","3236"
"3237.ton","3237"
"3238.ton","3238"
"3239.ton","3239"
"3240.ton","3240"
"3241.ton","3241"
"3242.ton","3242"
"3243.ton","3243"
"3244.ton","3244"
"3245.ton","3245"
"3246.ton","3246"
"3247.ton","3247"
"3248.ton","3248"
"3249.ton","3249"
"3250.ton","3250"
"3251.ton","3251"
"3252.ton","3252"
"3253.ton","3253"
"3254.ton","3254"
"3255.ton","3255"
"3256.ton","3256"
"3257.ton","3257"
"3258.ton","3258"
"3259.ton","3259"
"3260.ton","3260"
"3261.ton","3261"
"3262.ton","3262"
"3263.ton","3263"
"3264.ton","3264"
"3265.ton","3265"
"3266.ton","3266"
"3267.ton","3267"
"3268.ton","3268"
"3269.ton","3269"
"3270.ton","3270"
"3271.ton","3271"
"3272.ton","3272"
"3273.ton","3273"
"3274.ton","3274"
"3275.ton","3275"
"3276.ton","3276"
"3277.ton","3277"
"3278.ton","3278"
"3279.ton","3279"
"3280.ton","3280"
"3281.ton","3281"
"3282.ton","3282"
"3283.ton","3283"
"3284.ton","3284"
"3285.ton","3285"
"3286.ton","3286"
"3287.ton","3287"
"3288.ton","3288"
"3289.ton","3289"
"3290.ton","3290"
"3291.ton","3291"
"3292.ton","3292"
"3293.ton","3293"
"3294.ton","3294"
"3295.ton","3295"
"3296.ton","3296"
"3297.ton","3297"
"3298.ton","3298"
"3299.ton","3299"
"3300.ton","3300"
"3301.ton","3301"
"3302.ton","3302"
"3303.ton","3303"
"3304.ton","3304"
"3305.ton","3305"
"3306.ton","3306"
"3307.ton","3307"
"3308.ton","3308"
"3309.ton","3309"
"3310.ton","3310"
"3311.ton","3311"
"3312.ton","3312"
"3313.ton","3313"
"3314.ton","3314"
"3315.ton","3315"
"3316.ton","3316"
"3317.ton","3317"
"3318.ton","3318"
"3319.ton","3319"
"3320.ton","3320"
"3321.ton","3321"
"3322.ton","3322"
"3323.ton","3323"
"3324.ton","3324"
"3325.ton","3325"
"3326.ton","3326"
"3327.ton","3327"
"3328.ton","3328"
"3329.ton","3329"
"3330.ton","3330"
"3331.ton","3331"
"3332.ton","3332"
"3333.ton","3333"
"3334.ton","3334"
"3335.ton","3335"
"3336.ton","3336"
"3337.ton","3337"
"3338.ton","3338"
"3339.ton","3339"
"3340.ton","3340"
"3341.ton","3341"
"3342.ton","3342"
"3343.ton","3343"
"3344.ton","3344"
"3345.ton","3345"
"3346.ton","3346"
"3347.ton","3347"
"3348.ton","3348"
"3349.ton","3349"
"3350.ton","3350"
"3351.ton","3351"
"3352.ton","3352"
"3353.ton","3353"
"3354.ton","3354"
"3355.ton","3355"
"3356.ton","3356"
"3357.ton","3357"
"3358.ton","3358"
"3359.ton","3359"
"3360.ton","3360"
"3361.ton","3361"
"3362.ton","3362"
"3363.ton","3363"
"3364.ton","3364"
"3365.ton","3365"
"3366.ton","3366"
"3367.ton","3367"
"3368.ton","3368"
"3369.ton","3369"
"3370.ton","3370"
"3371.ton","3371"
"3372.ton","3372"
"3373.ton","3373"
"3374.ton","3374"
"3375.ton","3375"
"3376.ton","3376"
"3377.ton","3377"
"3378.ton","3378"
"3379.ton","3379"
"3380.ton","3380"
"3381.ton","3381"
"3382.ton","3382"
"3383.ton","3383"
"3384.ton","3384"
"3385.ton","3385"
"3386.ton","3386"
"3387.ton","3387"
"3388.ton","3388"
"3389.ton","3389"
"3390.ton","3390"
"3391.ton","3391"
"3392.ton","3392"
"3393.ton","3393"
"3394.ton","3394"
"3395.ton","3395"
"3396.ton","3396"
"3397.ton","3397"
"3398.ton","3398"
"3399.ton","3399"
"3400.ton","3400"
"3401.ton","3401"
"3402.ton","3402"
"3403.ton","3403"
"3404.ton","3404"
"3405.ton","3405"
"3406.ton","3406"
"3407.ton","3407"
"3408.ton","3408"
"3409.ton","3409"
"3410.ton","3410"
"3411.ton","3411"
"3412.ton","3412"
"3413.ton","3413"
"3414.ton","3414"
"3415.ton","3415"
"3416.ton","3416"
"3417.ton","3417"
"3418.ton","3418"
"3419.ton","3419"
"3420.ton","3420"
"3421.ton","3421"
"3422.ton","3422"
"3423.ton","3423"
"3424.ton","3424"
"3425.ton","3425"
"3426.ton","3426"
"3427.ton","3427"
"3428.ton","3428"
"3429.ton","3429"
"3430.ton","3430"
"3431.ton","3431"
"3432.ton","3432"
"3433.ton","3433"
"3434.ton","3434"
"3435.ton","3435"
"3436.ton","3436"
"3437.ton","3437"
"3438.ton","3438"
"3439.ton","3439"
"3440.ton","3440"
"3441.ton","3441"
"3442.ton","3442"
"3443.ton","3443"
"3444.ton","3444"
"3445.ton","3445"
"3446.ton","3446"
"3447.ton","3447"
"3448.ton","3448"
"3449.ton","3449"
"3450.ton","3450"
"3451.ton","3451"
"3452.ton","3452"
"3453.ton","3453"
"3454.ton","3454"
"3455.ton","3455"
"3456.ton","3456"
"3457.ton","3457"
"3458.ton","3458"
"3459.ton","3459"
"3460.ton","3460"
"3461.ton","3461"
"3462.ton","3462"
"3463.ton","3463"
"3464.ton","3464"
"3465.ton","3465"
"3466.ton","3466"
"3467.ton","3467"
"3468.ton","3468"
"3469.ton","3469"
"3470.ton","3470"
"3471.ton","3471"
"3472.ton","3472"
"3473.ton","3473"
"3474.ton","3474"
"3475.ton","3475"
"3476.ton","3476"
"3477.ton","3477"
"3478.ton","3478"
"3479.ton","3479"
"3480.ton","3480"
"3481.ton","3481"
"3482.ton","3482"
"3483.ton","3483"
"3484.ton","3484"
"3485.ton","3485"
"3486.ton","3486"
"3487.ton","3487"
"3488.ton","3488"
"3489.ton","3489"
"3490.ton","3490"
"3491.ton","3491"
"3492.ton","3492"
"3493.ton","3493"
"3494.ton","3494"
"3495.ton","3495"
"3496.ton","3496"
"3497.ton","3497"
"3498.ton","3498"
"3499.ton","3499"
"3500.ton","3500"
"3501.ton","3501"
"3502.ton","3502"
"3503.ton","3503"
"3504.ton","3504"
"3505.ton","3505"
"3506.ton","3506"
"3507.ton","3507"
"3508.ton","3508"
"3509.ton","3509"
"3510.ton","3510"
"3511.ton","3511"
"3512.ton","3512"
"3513.ton","3513"
"3514.ton","3514"
"3515.ton","3515"
"3516.ton","3516"
"3517.ton","3517"
"3518.ton","3518"
"3519.ton","3519"
"3520.ton","3520"
"3521.ton","3521"
"3522.ton","3522"
"3523.ton","3523"
"3524.ton","3524"
"3525.ton","3525"
"3526.ton","3526"
"3527.ton","3527"
"3528.ton","3528"
"3529.ton","3529"
"3530.ton","3530"
"3531.ton","3531"
"3532.ton","3532"
"3533.ton","3533"
"3534.ton","3534"
"3535.ton","3535"
"3536.ton","3536"
"3537.ton","3537"
"3538.ton","3538"
"3539.ton","3539"
"3540.ton","3540"
"3541.ton","3541"
"3542.ton","3542"
"3543.ton","3543"
"3544.ton","3544"
"3545.ton","3545"
"3546.ton","3546"
"3547.ton","3547"
"3548.ton","3548"
"3549.ton","3549"
"3550.ton","3550"
"3551.ton","3551"
"3552.ton","3552"
"3553.ton","3553"
"3554.ton","3554"
"3555.ton","3555"
"3556.ton","3556"
"3557.ton","3557"
"3558.ton","3558"
"3559.ton","3559"
"3560.ton","3560"
"3561.ton","3561"
"3562.ton","3562"
"3563.ton","3563"
"3564.ton","3564"
"3565.ton","3565"
"3566.ton","3566"
"3567.ton","3567"
"3568.ton","3568"
"3569.ton","3569"
"3570.ton","3570"
"3571.ton","3571"
"3572.ton","3572"
"3573.ton","3573"
"3574.ton","3574"
"3575.ton","3575"
"3576.ton","3576"
"3577.ton","3577"
"3578.ton","3578"
"3579.ton","3579"
"3580.ton","3580"
"3581.ton","3581"
"3582.ton","3582"
"3583.ton","3583"
"3584.ton","3584"
"3585.ton","3585"
"3586.ton","3586"
"3587.ton","3587"
"3588.ton","3588"
"3589.ton","3589"
"3590.ton","3590"
"3591.ton","3591"
"3592.ton","3592"
"3593.ton","3593"
"3594.ton","3594"
"3595.ton","3595"
"3596.ton","3596"
"3597.ton","3597"
"3598.ton","3598"
"3599.ton","3599"
"3600.ton","3600"
"3601.ton","3601"
"3602.ton","3602"
"3603.ton","3603"
"3604.ton","3604"
"3605.ton","3605"
"3606.ton","3606"
"3607.ton","3607"
"3608.ton","3608"
"3609.ton","3609"
"3610.ton","3610"
"3611.ton","3611"
"3612.ton","3612"
"3613.ton","3613"
"3614.ton","3614"
"3615.ton","3615"
"3616.ton","3616"
"3617.ton","3617"
"3618.ton","3618"
"3619.ton","3619"
"3620.ton","3620"
"3621.ton","3621"
"3622.ton","3622"
"3623.ton","3623"
"3624.ton","3624"
"3625.ton","3625"
"3626.ton","3626"
"3627.ton","3627"
"3628.ton","3628"
"3629.ton","3629"
"3630.ton","3630"
"3631.ton","3631"
"3632.ton","3632"
"3633.ton","3633"
"3634.ton","3634"
"3635.ton","3635"
"3636.ton","3636"
"3637.ton","3637"
"3638.ton","3638"
"3639.ton","3639"
"3640.ton","3640"
"3641.ton","3641"
"3642.ton","3642"
"3643.ton","3643"
"3644.ton","3644"
"3645.ton","3645"
"3646.ton","3646"
"3647.ton","3647"
"3648.ton","3648"
"3649.ton","3649"
"3650.ton","3650"
"3651.ton","3651"
"3652.ton","3652"
"3653.ton","3653"
"3654.ton","3654"
"3655.ton","3655"
"3656.ton","3656"
"3657.ton","3657"
"3658.ton","3658"
"3659.ton","3659"
"3660.ton","3660"
"3661.ton","3661"
"3662.ton","3662"
"3663.ton","3663"
"3664.ton","3664"
"3665.ton","3665"
"3666.ton","3666"
"3667.ton","3667"
"3668.ton","3668"
"3669.ton","3669"
"3670.ton","3670"
"3671.ton","3671"
"3672.ton","3672"
"3673.ton","3673"
"3674.ton","3674"
"3675.ton","3675"
"3676.ton","3676"
"3677.ton","3677"
"3678.ton","3678"
"3679.ton","3679"
"3680.ton","3680"
"3681.ton","3681"
"3682.ton","3682"
"3683.ton","3683"
"3684.ton","3684"
"3685.ton","3685"
"3686.ton","3686"
"3687.ton","3687"
"3688.ton","3688"
"3689.ton","3689"
"3690.ton","3690"
"3691.ton","3691"
"3692.ton","3692"
"3693.ton","3693"
"3694.ton","3694"
"3695.ton","3695"
"3696.ton","3696"
"3697.ton","3697"
"3698.ton","3698"
"3699.ton","3699"
"3700.ton","3700"
"3701.ton","3701"
"3702.ton","3702"
"3703.ton","3703"
"3704.ton","3704"
"3705.ton","3705"
"3706.ton","3706"
"3707.ton","3707"
"3708.ton","3708"
"3709.ton","3709"
"3710.ton","3710"
"3711.ton","3711"
"3712.ton","3712"
"3713.ton","3713"
"3714.ton","3714"
"3715.ton","3715"
"3716.ton","3716"
"3717.ton","3717"
"3718.ton","3718"
"3719.ton","3719"
"3720.ton","3720"
"3721.ton","3721"
"3722.ton","3722"
"3723.ton","3723"
"3724.ton","3724"
"3725.ton","3725"
"3726.ton","3726"
"3727.ton","3727"
"3728.ton","3728"
"3729.ton","3729"
"3730.ton","3730"
"3731.ton","3731"
"3732.ton","3732"
"3733.ton","3733"
"3734.ton","3734"
"3735.ton","3735"
"3736.ton","3736"
"3737.ton","3737"
"3738.ton","3738"
"3739.ton","3739"
"3740.ton","3740"
"3741.ton","3741"
"3742.ton","3742"
"3743.ton","3743"
"3744.ton","3744"
"3745.ton","3745"
"3746.ton","3746"
"3747.ton","3747"
"3748.ton","3748"
"3749.ton","3749"
"3750.ton","3750"
"3751.ton","3751"
"3752.ton","3752"
"3753.ton","3753"
"3754.ton","3754"
"3755.ton","3755"
"3756.ton","3756"
"3757.ton","3757"
"3758.ton","3758"
"3759.ton","3759"
"3760.ton","3760"
"3761.ton","3761"
"3762.ton","3762"
"3763.ton","3763"
"3764.ton","3764"
"3765.ton","3765"
"3766.ton","3766"
"3767.ton","3767"
"3768.ton","3768"
"3769.ton","3769"
"3770.ton","3770"
